"","Country.Name","Country.Code","Indicator.Name","Indicator.Code","X2015","mathScores","readingScores","scienceScores"
"178488","Finland","FIN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",247054164799.596,511.0769,526.4247,530.6612
"178669","Finland","FIN","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",1.6,511.0769,526.4247,530.6612
"178719","Finland","FIN","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",58.9000015258789,511.0769,526.4247,530.6612
"178736","Finland","FIN","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",1,511.0769,526.4247,530.6612
"178745","Finland","FIN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",81.3853658536585,511.0769,526.4247,530.6612
"178820","Finland","FIN","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",1.31261898740821,511.0769,526.4247,530.6612
"178962","Finland","FIN","Number of infant deaths","SH.DTH.IMRT",118,511.0769,526.4247,530.6612
"179023","Finland","FIN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",7.379235597,511.0769,526.4247,530.6612
"179212","Finland","FIN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",2.5,511.0769,526.4247,530.6612
"179279","Finland","FIN","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",89.1352009430913,511.0769,526.4247,530.6612
"179392","Finland","FIN","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",16.2,511.0769,526.4247,530.6612
"180063","France","FRA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",2777537939261.97,492.9204,499.3061,494.9776
"180244","France","FRA","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",1.6,492.9204,499.3061,494.9776
"180294","France","FRA","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",56.0999984741211,492.9204,499.3061,494.9776
"180311","France","FRA","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",1,492.9204,499.3061,494.9776
"180320","France","FRA","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",82.6707317073171,492.9204,499.3061,494.9776
"180395","France","FRA","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",2.27422395787522,492.9204,499.3061,494.9776
"180537","France","FRA","Number of infant deaths","SH.DTH.IMRT",2455,492.9204,499.3061,494.9776
"180598","France","FRA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",12.36533737,492.9204,499.3061,494.9776
"180787","France","FRA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",2.5,492.9204,499.3061,494.9776
"180854","France","FRA","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",83.5689479053847,492.9204,499.3061,494.9776
"180967","France","FRA","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",16.9,492.9204,499.3061,494.9776
"186363","Georgia","GEO","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",14768853639.6005,403.8332,401.2881,411.1315
"186544","Georgia","GEO","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",NA,403.8332,401.2881,411.1315
"186594","Georgia","GEO","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",67.8000030517578,403.8332,401.2881,411.1315
"186611","Georgia","GEO","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",0,403.8332,401.2881,411.1315
"186620","Georgia","GEO","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",72.9661219512195,403.8332,401.2881,411.1315
"186695","Georgia","GEO","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",2.3800332703407,403.8332,401.2881,411.1315
"186837","Georgia","GEO","Number of infant deaths","SH.DTH.IMRT",569,403.8332,401.2881,411.1315
"186898","Georgia","GEO","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",20.4763228,403.8332,401.2881,411.1315
"187087","Georgia","GEO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",7,403.8332,401.2881,411.1315
"187154","Georgia","GEO","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",74.8060647844049,403.8332,401.2881,411.1315
"187267","Georgia","GEO","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",6.7,403.8332,401.2881,411.1315
"187938","Germany","DEU","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",3709597862509.39,505.9713,509.1041,509.1406
"188119","Germany","DEU","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",0.8,505.9713,509.1041,509.1406
"188169","Germany","DEU","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",60.2000007629395,505.9713,509.1041,509.1406
"188186","Germany","DEU","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",0,505.9713,509.1041,509.1406
"188195","Germany","DEU","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",81.090243902439,505.9713,509.1041,509.1406
"188270","Germany","DEU","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",1.1794720155077,505.9713,509.1041,509.1406
"188412","Germany","DEU","Number of infant deaths","SH.DTH.IMRT",2332,505.9713,509.1041,509.1406
"188473","Germany","DEU","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",14.0153719,505.9713,509.1041,509.1406
"188662","Germany","DEU","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",2.5,505.9713,509.1041,509.1406
"188729","Germany","DEU","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",82.4693693998871,505.9713,509.1041,509.1406
"188842","Germany","DEU","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",13.4,505.9713,509.1041,509.1406
"192663","Greece","GRC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",245079688980.546,453.6299,467.0395,454.8288
"192844","Greece","GRC","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",0.8,453.6299,467.0395,454.8288
"192894","Greece","GRC","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",52,453.6299,467.0395,454.8288
"192911","Greece","GRC","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",0,453.6299,467.0395,454.8288
"192920","Greece","GRC","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",81.5878048780488,453.6299,467.0395,454.8288
"192995","Greece","GRC","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",2.53045763797423,453.6299,467.0395,454.8288
"193137","Greece","GRC","Number of infant deaths","SH.DTH.IMRT",297,453.6299,467.0395,454.8288
"193198","Greece","GRC","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",13.48711001,453.6299,467.0395,454.8288
"193387","Greece","GRC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",2.5,453.6299,467.0395,454.8288
"193454","Greece","GRC","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",74.4822618719518,453.6299,467.0395,454.8288
"193567","Greece","GRC","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",4.3,453.6299,467.0395,454.8288
"208413","Hong Kong SAR, China","HKG","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",264403622689.868,547.931,526.6753,523.2774
"208594","Hong Kong SAR, China","HKG","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",0.3,547.931,526.6753,523.2774
"208644","Hong Kong SAR, China","HKG","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",61.2000007629395,547.931,526.6753,523.2774
"208661","Hong Kong SAR, China","HKG","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",1,547.931,526.6753,523.2774
"208670","Hong Kong SAR, China","HKG","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",84.2780487804878,547.931,526.6753,523.2774
"208745","Hong Kong SAR, China","HKG","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",NA,547.931,526.6753,523.2774
"208887","Hong Kong SAR, China","HKG","Number of infant deaths","SH.DTH.IMRT",NA,547.931,526.6753,523.2774
"208948","Hong Kong SAR, China","HKG","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",NA,547.931,526.6753,523.2774
"209137","Hong Kong SAR, China","HKG","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",2.5,547.931,526.6753,523.2774
"209204","Hong Kong SAR, China","HKG","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",79.5893889049609,547.931,526.6753,523.2774
"209317","Hong Kong SAR, China","HKG","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",NA,547.931,526.6753,523.2774
"209988","Hungary","HUN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",143995970044.202,476.8309,469.5233,476.7475
"210169","Hungary","HUN","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",NA,476.8309,469.5233,476.7475
"210219","Hungary","HUN","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",54.7999992370605,476.8309,469.5233,476.7475
"210236","Hungary","HUN","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",1,476.8309,469.5233,476.7475
"210245","Hungary","HUN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",75.9609756097561,476.8309,469.5233,476.7475
"210320","Hungary","HUN","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",0.920425904706633,476.8309,469.5233,476.7475
"210462","Hungary","HUN","Number of infant deaths","SH.DTH.IMRT",406,476.8309,469.5233,476.7475
"210523","Hungary","HUN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",23.05838255,476.8309,469.5233,476.7475
"210712","Hungary","HUN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",2.5,476.8309,469.5233,476.7475
"210779","Hungary","HUN","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",74.5549342555089,476.8309,469.5233,476.7475
"210892","Hungary","HUN","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",21.6,476.8309,469.5233,476.7475
"211563","Iceland","ISL","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",15157963467.0998,488.0332,481.5255,473.2301
"211744","Iceland","ISL","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",0.9,488.0332,481.5255,473.2301
"211794","Iceland","ISL","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",83,488.0332,481.5255,473.2301
"211811","Iceland","ISL","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",1,488.0332,481.5255,473.2301
"211820","Iceland","ISL","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",82.8609756097561,488.0332,481.5255,473.2301
"211895","Iceland","ISL","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",NA,488.0332,481.5255,473.2301
"212037","Iceland","ISL","Number of infant deaths","SH.DTH.IMRT",8,488.0332,481.5255,473.2301
"212098","Iceland","ISL","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",7.78903328,488.0332,481.5255,473.2301
"212287","Iceland","ISL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",2.5,488.0332,481.5255,473.2301
"212354","Iceland","ISL","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",90.3045076083781,488.0332,481.5255,473.2301
"212467","Iceland","ISL","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",13.1,488.0332,481.5255,473.2301
"214713","Indonesia","IDN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",988127958652.972,386.1096,397.2595,403.0997
"214894","Indonesia","IDN","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",NA,386.1096,397.2595,403.0997
"214944","Indonesia","IDN","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",66.5999984741211,386.1096,397.2595,403.0997
"214961","Indonesia","IDN","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",0,386.1096,397.2595,403.0997
"214970","Indonesia","IDN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",69.0386341463415,386.1096,397.2595,403.0997
"215045","Indonesia","IDN","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",0.886971132633338,386.1096,397.2595,403.0997
"215187","Indonesia","IDN","Number of infant deaths","SH.DTH.IMRT",114207,386.1096,397.2595,403.0997
"215248","Indonesia","IDN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",15.40820407,386.1096,397.2595,403.0997
"215437","Indonesia","IDN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",7.9,386.1096,397.2595,403.0997
"215504","Indonesia","IDN","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",59.0923730664455,386.1096,397.2595,403.0997
"215617","Indonesia","IDN","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",2.9,386.1096,397.2595,403.0997
"219438","Ireland","IRL","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",316109009762.922,503.722,520.8148,502.5751
"219619","Ireland","IRL","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",0.6,503.722,520.8148,502.5751
"219669","Ireland","IRL","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",60,503.722,520.8148,502.5751
"219686","Ireland","IRL","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",1,503.722,520.8148,502.5751
"219695","Ireland","IRL","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",81.5024390243902,503.722,520.8148,502.5751
"219770","Ireland","IRL","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",0.343080759548822,503.722,520.8148,502.5751
"219912","Ireland","IRL","Number of infant deaths","SH.DTH.IMRT",215,503.722,520.8148,502.5751
"219973","Ireland","IRL","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",9.799825902,503.722,520.8148,502.5751
"220162","Ireland","IRL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",2.5,503.722,520.8148,502.5751
"220229","Ireland","IRL","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",77.2639650169612,503.722,520.8148,502.5751
"220342","Ireland","IRL","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",11.7,503.722,520.8148,502.5751
"222588","Israel","ISR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",276487272960.685,469.6695,478.9606,466.5528
"222769","Israel","ISR","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",1.4,469.6695,478.9606,466.5528
"222819","Israel","ISR","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",64.0999984741211,469.6695,478.9606,466.5528
"222836","Israel","ISR","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",1,469.6695,478.9606,466.5528
"222845","Israel","ISR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",82.0512195121951,469.6695,478.9606,466.5528
"222920","Israel","ISR","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",5.60351205640768,469.6695,478.9606,466.5528
"223062","Israel","ISR","Number of infant deaths","SH.DTH.IMRT",499,469.6695,478.9606,466.5528
"223123","Israel","ISR","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",21.09447276,469.6695,478.9606,466.5528
"223312","Israel","ISR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",2.5,469.6695,478.9606,466.5528
"223379","Israel","ISR","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",84.8640049227834,469.6695,478.9606,466.5528
"223492","Israel","ISR","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",5.5,469.6695,478.9606,466.5528
"224163","Italy","ITA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",2063873410309.19,489.7287,484.758,480.5468
"224344","Italy","ITA","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",0.8,489.7287,484.758,480.5468
"224394","Italy","ITA","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",49,489.7287,484.758,480.5468
"224411","Italy","ITA","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",0,489.7287,484.758,480.5468
"224420","Italy","ITA","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",83.490243902439,489.7287,484.758,480.5468
"224495","Italy","ITA","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",1.38051227111299,489.7287,484.758,480.5468
"224637","Italy","ITA","Number of infant deaths","SH.DTH.IMRT",1445,489.7287,484.758,480.5468
"224698","Italy","ITA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",19.86123293,489.7287,484.758,480.5468
"224887","Italy","ITA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",2.5,489.7287,484.758,480.5468
"224954","Italy","ITA","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",66.76790869528,489.7287,484.758,480.5468
"225067","Italy","ITA","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",7.9,489.7287,484.758,480.5468
"227313","Japan","JPN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",5986140110537.86,532.4399,515.9585,538.3948
"227494","Japan","JPN","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",NA,532.4399,515.9585,538.3948
"227544","Japan","JPN","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",59.5999984741211,532.4399,515.9585,538.3948
"227561","Japan","JPN","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",1,532.4399,515.9585,538.3948
"227570","Japan","JPN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",83.8436585365854,532.4399,515.9585,538.3948
"227645","Japan","JPN","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",0.937771183303515,532.4399,515.9585,538.3948
"227787","Japan","JPN","Number of infant deaths","SH.DTH.IMRT",2116,532.4399,515.9585,538.3948
"227848","Japan","JPN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",13.33416293,532.4399,515.9585,538.3948
"228037","Japan","JPN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",2.5,532.4399,515.9585,538.3948
"228104","Japan","JPN","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",70.4535174824218,532.4399,515.9585,538.3948
"228217","Japan","JPN","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",19.6,532.4399,515.9585,538.3948
"228888","Jordan","JOR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",30206410880.2344,380.259,408.1022,408.6691
"229069","Jordan","JOR","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",NA,380.259,408.1022,408.6691
"229119","Jordan","JOR","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",NA,380.259,408.1022,408.6691
"229136","Jordan","JOR","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",0,380.259,408.1022,408.6691
"229145","Jordan","JOR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",74.1910243902439,380.259,408.1022,408.6691
"229220","Jordan","JOR","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",4.30748371461253,380.259,408.1022,408.6691
"229362","Jordan","JOR","Number of infant deaths","SH.DTH.IMRT",3728,380.259,408.1022,408.6691
"229423","Jordan","JOR","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",38.79814209,380.259,408.1022,408.6691
"229612","Jordan","JOR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",4.2,380.259,408.1022,408.6691
"229679","Jordan","JOR","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",21.7899058835044,380.259,408.1022,408.6691
"229792","Jordan","JOR","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",3.2,380.259,408.1022,408.6691
"230463","Kazakhstan","KAZ","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",186260298082,459.816,427.141,456.4836
"230644","Kazakhstan","KAZ","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",4.8,459.816,427.141,456.4836
"230694","Kazakhstan","KAZ","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",71.8000030517578,459.816,427.141,456.4836
"230711","Kazakhstan","KAZ","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",1,459.816,427.141,456.4836
"230720","Kazakhstan","KAZ","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",72,459.816,427.141,456.4836
"230795","Kazakhstan","KAZ","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",1.10972144949649,459.816,427.141,456.4836
"230937","Kazakhstan","KAZ","Number of infant deaths","SH.DTH.IMRT",4321,459.816,427.141,456.4836
"230998","Kazakhstan","KAZ","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",19.66999774,459.816,427.141,456.4836
"231187","Kazakhstan","KAZ","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",2.5,459.816,427.141,456.4836
"231254","Kazakhstan","KAZ","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",84.8999093307709,459.816,427.141,456.4836
"231367","Kazakhstan","KAZ","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",27.5,459.816,427.141,456.4836
"236763","Korea, Rep.","KOR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",1268781059130.96,524.1062,517.4367,515.8099
"236944","Korea, Rep.","KOR","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",NA,524.1062,517.4367,515.8099
"236994","Korea, Rep.","KOR","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",62.5999984741211,524.1062,517.4367,515.8099
"237011","Korea, Rep.","KOR","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",1,524.1062,517.4367,515.8099
"237020","Korea, Rep.","KOR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",82.1558536585366,524.1062,517.4367,515.8099
"237095","Korea, Rep.","KOR","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",2.63477209190397,524.1062,517.4367,515.8099
"237237","Korea, Rep.","KOR","Number of infant deaths","SH.DTH.IMRT",1345,524.1062,517.4367,515.8099
"237298","Korea, Rep.","KOR","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",28.66424214,524.1062,517.4367,515.8099
"237487","Korea, Rep.","KOR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",2.5,524.1062,517.4367,515.8099
"237554","Korea, Rep.","KOR","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",71.0107501499107,524.1062,517.4367,515.8099
"237667","Korea, Rep.","KOR","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",32,524.1062,517.4367,515.8099
"244638","Latvia","LVA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",28266857415.2487,482.3051,487.7581,490.225
"244819","Latvia","LVA","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",4.1,482.3051,487.7581,490.225
"244869","Latvia","LVA","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",60.0999984741211,482.3051,487.7581,490.225
"244886","Latvia","LVA","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",0,482.3051,487.7581,490.225
"244895","Latvia","LVA","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",74.1243902439024,482.3051,487.7581,490.225
"244970","Latvia","LVA","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",1.04668330738457,482.3051,487.7581,490.225
"245112","Latvia","LVA","Number of infant deaths","SH.DTH.IMRT",87,482.3051,487.7581,490.225
"245173","Latvia","LVA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",20.41799195,482.3051,487.7581,490.225
"245362","Latvia","LVA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",2.5,482.3051,487.7581,490.225
"245429","Latvia","LVA","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",80.3008949517082,482.3051,487.7581,490.225
"245542","Latvia","LVA","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",21.7,482.3051,487.7581,490.225
"246213","Lebanon","LBN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",42069990678.188,396.2497,346.549,386.4854
"246394","Lebanon","LBN","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",3.9,396.2497,346.549,386.4854
"246444","Lebanon","LBN","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",NA,396.2497,346.549,386.4854
"246461","Lebanon","LBN","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",0,396.2497,346.549,386.4854
"246470","Lebanon","LBN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",79.498243902439,396.2497,346.549,386.4854
"246545","Lebanon","LBN","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",4.52779609471779,396.2497,346.549,386.4854
"246687","Lebanon","LBN","Number of infant deaths","SH.DTH.IMRT",605,396.2497,346.549,386.4854
"246748","Lebanon","LBN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",32.60158923,396.2497,346.549,386.4854
"246937","Lebanon","LBN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",5.4,396.2497,346.549,386.4854
"247004","Lebanon","LBN","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",32.3557280203993,396.2497,346.549,386.4854
"247117","Lebanon","LBN","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",3.1,396.2497,346.549,386.4854
"254088","Lithuania","LTU","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",44566671972.7345,478.3834,472.4066,475.4089
"254269","Lithuania","LTU","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",6,478.3834,472.4066,475.4089
"254319","Lithuania","LTU","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",59.2000007629395,478.3834,472.4066,475.4089
