"","Country.Name","Country.Code","Indicator.Name","Indicator.Code","X2015","mathScores","readingScores","scienceScores"
"254336","Lithuania","LTU","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",0,478.3834,472.4066,475.4089
"254345","Lithuania","LTU","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",75.119512195122,478.3834,472.4066,475.4089
"254420","Lithuania","LTU","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",1.13821125100633,478.3834,472.4066,475.4089
"254562","Lithuania","LTU","Number of infant deaths","SH.DTH.IMRT",128,478.3834,472.4066,475.4089
"254623","Lithuania","LTU","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",19.06499459,478.3834,472.4066,475.4089
"254812","Lithuania","LTU","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",2.5,478.3834,472.4066,475.4089
"254879","Lithuania","LTU","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",83.9259890981593,478.3834,472.4066,475.4089
"254992","Lithuania","LTU","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",32.7,478.3834,472.4066,475.4089
"255663","Luxembourg","LUX","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",61317077715.6898,485.7706,481.4391,482.8064
"255844","Luxembourg","LUX","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",NA,485.7706,481.4391,482.8064
"255894","Luxembourg","LUX","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",60,485.7706,481.4391,482.8064
"255911","Luxembourg","LUX","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",0,485.7706,481.4391,482.8064
"255920","Luxembourg","LUX","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",82.2292682926829,485.7706,481.4391,482.8064
"255995","Luxembourg","LUX","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",0.477909561392646,485.7706,481.4391,482.8064
"256137","Luxembourg","LUX","Number of infant deaths","SH.DTH.IMRT",13,485.7706,481.4391,482.8064
"256198","Luxembourg","LUX","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",16.58784625,485.7706,481.4391,482.8064
"256387","Luxembourg","LUX","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",2.5,485.7706,481.4391,482.8064
"256454","Luxembourg","LUX","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",82.1784473678234,485.7706,481.4391,482.8064
"256567","Luxembourg","LUX","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",11.1,485.7706,481.4391,482.8064
"257238","Macao SAR, China","MAC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",32222224910.8057,543.8078,508.6905,528.5496
"257419","Macao SAR, China","MAC","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",0.2,543.8078,508.6905,528.5496
"257469","Macao SAR, China","MAC","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",73.6999969482422,543.8078,508.6905,528.5496
"257486","Macao SAR, China","MAC","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",NA,543.8078,508.6905,528.5496
"257495","Macao SAR, China","MAC","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",83.5949024390244,543.8078,508.6905,528.5496
"257570","Macao SAR, China","MAC","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",NA,543.8078,508.6905,528.5496
"257712","Macao SAR, China","MAC","Number of infant deaths","SH.DTH.IMRT",NA,543.8078,508.6905,528.5496
"257773","Macao SAR, China","MAC","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",NA,543.8078,508.6905,528.5496
"257962","Macao SAR, China","MAC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",6.3,543.8078,508.6905,528.5496
"258029","Macao SAR, China","MAC","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",86.3181043410623,543.8078,508.6905,528.5496
"258142","Macao SAR, China","MAC","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",NA,543.8078,508.6905,528.5496
"258813","Macedonia, FYR","MKD","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",10614404462.0042,371.3114,351.7415,383.6824
"258994","Macedonia, FYR","MKD","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",NA,371.3114,351.7415,383.6824
"259044","Macedonia, FYR","MKD","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",55.4000015258789,371.3114,351.7415,383.6824
"259061","Macedonia, FYR","MKD","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",1,371.3114,351.7415,383.6824
"259070","Macedonia, FYR","MKD","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",75.5243170731707,371.3114,351.7415,383.6824
"259145","Macedonia, FYR","MKD","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",1.04981728288908,371.3114,351.7415,383.6824
"259287","Macedonia, FYR","MKD","Number of infant deaths","SH.DTH.IMRT",246,371.3114,351.7415,383.6824
"259348","Macedonia, FYR","MKD","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",40.4789043,371.3114,351.7415,383.6824
"259537","Macedonia, FYR","MKD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",3.9,371.3114,351.7415,383.6824
"259604","Macedonia, FYR","MKD","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",64.3772986233615,371.3114,351.7415,383.6824
"259717","Macedonia, FYR","MKD","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",8,371.3114,351.7415,383.6824
"263538","Malaysia","MYS","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",330121697556.735,446.1098,430.5782,442.9475
"263719","Malaysia","MYS","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",NA,446.1098,430.5782,442.9475
"263769","Malaysia","MYS","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",67.9000015258789,446.1098,430.5782,442.9475
"263786","Malaysia","MYS","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",0,446.1098,430.5782,442.9475
"263795","Malaysia","MYS","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",75.2201951219512,446.1098,430.5782,442.9475
"263870","Malaysia","MYS","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",1.52886312183484,446.1098,430.5782,442.9475
"264012","Malaysia","MYS","Number of infant deaths","SH.DTH.IMRT",3638,446.1098,430.5782,442.9475
"264073","Malaysia","MYS","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",15.55640978,446.1098,430.5782,442.9475
"264262","Malaysia","MYS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",2.5,446.1098,430.5782,442.9475
"264329","Malaysia","MYS","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",65.0704960984942,446.1098,430.5782,442.9475
"264442","Malaysia","MYS","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",5.8,446.1098,430.5782,442.9475
"268263","Malta","MLT","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",11017738830.2691,478.6448,446.6661,464.7819
"268444","Malta","MLT","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",1,478.6448,446.6661,464.7819
"268494","Malta","MLT","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",54.5,478.6448,446.6661,464.7819
"268511","Malta","MLT","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",1,478.6448,446.6661,464.7819
"268520","Malta","MLT","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",81.9463414634146,478.6448,446.6661,464.7819
"268595","Malta","MLT","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",0.503586261435681,478.6448,446.6661,464.7819
"268737","Malta","MLT","Number of infant deaths","SH.DTH.IMRT",25,478.6448,446.6661,464.7819
"268798","Malta","MLT","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",15.67337266,478.6448,446.6661,464.7819
"268987","Malta","MLT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",2.5,478.6448,446.6661,464.7819
"269054","Malta","MLT","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",62.2666302707444,478.6448,446.6661,464.7819
"269167","Malta","MLT","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",6,478.6448,446.6661,464.7819
"274563","Mexico","MEX","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",1210480781401.75,408.0235,423.2765,415.7099
"274744","Mexico","MEX","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",16.3,408.0235,423.2765,415.7099
"274794","Mexico","MEX","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",59.7999992370605,408.0235,423.2765,415.7099
"274811","Mexico","MEX","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",1,408.0235,423.2765,415.7099
"274820","Mexico","MEX","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",76.8813658536586,408.0235,423.2765,415.7099
"274895","Mexico","MEX","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",0.671678248803633,408.0235,423.2765,415.7099
"275037","Mexico","MEX","Number of infant deaths","SH.DTH.IMRT",30048,408.0235,423.2765,415.7099
"275098","Mexico","MEX","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",20.23982419,408.0235,423.2765,415.7099
"275287","Mexico","MEX","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",4.2,408.0235,423.2765,415.7099
"275354","Mexico","MEX","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",55.3529198387316,408.0235,423.2765,415.7099
"275467","Mexico","MEX","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",5,408.0235,423.2765,415.7099
"277713","Moldova","MDA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",7038084252.4423,419.6635,416.2293,427.9978
"277894","Moldova","MDA","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",NA,419.6635,416.2293,427.9978
"277944","Moldova","MDA","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",44,419.6635,416.2293,427.9978
"277961","Moldova","MDA","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",1,419.6635,416.2293,427.9978
"277970","Moldova","MDA","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",71.3712195121951,419.6635,416.2293,427.9978
"278045","Moldova","MDA","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",0.353940422476604,419.6635,416.2293,427.9978
"278187","Moldova","MDA","Number of infant deaths","SH.DTH.IMRT",598,419.6635,416.2293,427.9978
"278248","Moldova","MDA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",20.5543623,419.6635,416.2293,427.9978
"278437","Moldova","MDA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",8.5,419.6635,416.2293,427.9978
"278504","Moldova","MDA","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",87.2952194463635,419.6635,416.2293,427.9978
"278617","Moldova","MDA","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",14.8,419.6635,416.2293,427.9978
"282438","Montenegro","MNE","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",4529247249.36758,417.9341,426.8845,411.3136
"282619","Montenegro","MNE","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",2.7,417.9341,426.8845,411.3136
"282669","Montenegro","MNE","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",53.7000007629395,417.9341,426.8845,411.3136
"282686","Montenegro","MNE","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",1,417.9341,426.8845,411.3136
"282695","Montenegro","MNE","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",76.8643170731707,417.9341,426.8845,411.3136
"282770","Montenegro","MNE","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",1.37049762047573,417.9341,426.8845,411.3136
"282912","Montenegro","MNE","Number of infant deaths","SH.DTH.IMRT",28,417.9341,426.8845,411.3136
"282973","Montenegro","MNE","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",23.35266451,417.9341,426.8845,411.3136
"283162","Montenegro","MNE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",2.5,417.9341,426.8845,411.3136
"283229","Montenegro","MNE","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",76.2738708873628,417.9341,426.8845,411.3136
"283342","Montenegro","MNE","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",11,417.9341,426.8845,411.3136
"293463","Netherlands","NLD","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",870889730163.844,512.2528,502.9591,508.5748
"293644","Netherlands","NLD","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",0.6,512.2528,502.9591,508.5748
"293694","Netherlands","NLD","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",64.4000015258789,512.2528,502.9591,508.5748
"293711","Netherlands","NLD","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",1,512.2528,502.9591,508.5748
"293720","Netherlands","NLD","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",81.7073170731707,512.2528,502.9591,508.5748
"293795","Netherlands","NLD","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",1.14356865172205,512.2528,502.9591,508.5748
"293937","Netherlands","NLD","Number of infant deaths","SH.DTH.IMRT",588,512.2528,502.9591,508.5748
"293998","Netherlands","NLD","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",14.63752206,512.2528,502.9591,508.5748
"294187","Netherlands","NLD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",2.5,512.2528,502.9591,508.5748
"294254","Netherlands","NLD","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",83.0494655509286,512.2528,502.9591,508.5748
"294367","Netherlands","NLD","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",11.9,512.2528,502.9591,508.5748
"296613","New Zealand","NZL","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",167775990510.767,495.2233,509.2707,513.3035
"296794","New Zealand","NZL","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",NA,495.2233,509.2707,513.3035
"296844","New Zealand","NZL","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",68.6999969482422,495.2233,509.2707,513.3035
"296861","New Zealand","NZL","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",1,495.2233,509.2707,513.3035
"296870","New Zealand","NZL","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",81.4568292682927,495.2233,509.2707,513.3035
"296945","New Zealand","NZL","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",1.10715697506833,495.2233,509.2707,513.3035
"297087","New Zealand","NZL","Number of infant deaths","SH.DTH.IMRT",283,495.2233,509.2707,513.3035
"297148","New Zealand","NZL","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",5.546610811,495.2233,509.2707,513.3035
"297337","New Zealand","NZL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",2.5,495.2233,509.2707,513.3035
"297404","New Zealand","NZL","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",84.7646562967319,495.2233,509.2707,513.3035
"297517","New Zealand","NZL","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",12.6,495.2233,509.2707,513.3035
"304488","Norway","NOR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",467661545335.723,501.7298,513.1912,498.4811
"304669","Norway","NOR","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",NA,501.7298,513.1912,498.4811
"304719","Norway","NOR","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",65,501.7298,513.1912,498.4811
"304736","Norway","NOR","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",1,501.7298,513.1912,498.4811
"304745","Norway","NOR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",82.1,501.7298,513.1912,498.4811
"304820","Norway","NOR","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",1.50392095739863,501.7298,513.1912,498.4811
"304962","Norway","NOR","Number of infant deaths","SH.DTH.IMRT",135,501.7298,513.1912,498.4811
"305023","Norway","NOR","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",9.07633792,501.7298,513.1912,498.4811
"305212","Norway","NOR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",2.5,501.7298,513.1912,498.4811
"305279","Norway","NOR","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",89.6297239068545,501.7298,513.1912,498.4811
"305392","Norway","NOR","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",10.9,501.7298,513.1912,498.4811
"315513","Peru","PER","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",186252478805.728,386.5606,397.5414,396.6836
"315694","Peru","PER","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",7.2,386.5606,397.5414,396.6836
"315744","Peru","PER","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",70.4000015258789,386.5606,397.5414,396.6836
"315761","Peru","PER","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",0,386.5606,397.5414,396.6836
"315770","Peru","PER","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",74.7134146341463,386.5606,397.5414,396.6836
"315845","Peru","PER","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",1.6864804398807,386.5606,397.5414,396.6836
"315987","Peru","PER","Number of infant deaths","SH.DTH.IMRT",7623,386.5606,397.5414,396.6836
"316048","Peru","PER","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",27.8233501,386.5606,397.5414,396.6836
"316237","Peru","PER","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",7.9,386.5606,397.5414,396.6836
"316304","Peru","PER","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",80.8163418004979,386.5606,397.5414,396.6836
"316417","Peru","PER","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",5.8,386.5606,397.5414,396.6836
"318663","Poland","POL","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",556126935703.153,504.4693,505.6971,501.4353
"318844","Poland","POL","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",0.7,504.4693,505.6971,501.4353
"318894","Poland","POL","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",56.2000007629395,504.4693,505.6971,501.4353
"318911","Poland","POL","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",0,504.4693,505.6971,501.4353
"318920","Poland","POL","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",78.2048780487805,504.4693,505.6971,501.4353
"318995","Poland","POL","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",2.13945021429461,504.4693,505.6971,501.4353
"319137","Poland","POL","Number of infant deaths","SH.DTH.IMRT",1549,504.4693,505.6971,501.4353
"319198","Poland","POL","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",24.28187517,504.4693,505.6971,501.4353
"319387","Poland","POL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",2.5,504.4693,505.6971,501.4353
"319454","Poland","POL","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",75.2824578604992,504.4693,505.6971,501.4353
"319567","Poland","POL","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",22.3,504.4693,505.6971,501.4353
"320238","Portugal","PRT","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",228052070073.727,491.627,498.1289,501.1001
"320419","Portugal","PRT","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",1,491.627,498.1289,501.1001
"320469","Portugal","PRT","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",58.5999984741211,491.627,498.1289,501.1001
"320486","Portugal","PRT","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",1,491.627,498.1289,501.1001
"320495","Portugal","PRT","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",81.5219512195122,491.627,498.1289,501.1001
"320570","Portugal","PRT","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",1.78355861610333,491.627,498.1289,501.1001
"320712","Portugal","PRT","Number of infant deaths","SH.DTH.IMRT",244,491.627,498.1289,501.1001
"320773","Portugal","PRT","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",9.760644322,491.627,498.1289,501.1001
"320962","Portugal","PRT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",2.5,491.627,498.1289,501.1001
"321029","Portugal","PRT","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",83.8132863416008,491.627,498.1289,501.1001
"321142","Portugal","PRT","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",13.6,491.627,498.1289,501.1001
"323388","Qatar","QAT","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",166951102638.237,402.4007,401.8874,417.6112
"323569","Qatar","QAT","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",8.1,402.4007,401.8874,417.6112
"323619","Qatar","QAT","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",88.5999984741211,402.4007,401.8874,417.6112
"323636","Qatar","QAT","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",0,402.4007,401.8874,417.6112
"323645","Qatar","QAT","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",78.4627073170732,402.4007,401.8874,417.6112
"323720","Qatar","QAT","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",NA,402.4007,401.8874,417.6112
"323862","Qatar","QAT","Number of infant deaths","SH.DTH.IMRT",183,402.4007,401.8874,417.6112
"323923","Qatar","QAT","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",107.3089368,402.4007,401.8874,417.6112
"324112","Qatar","QAT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",NA,402.4007,401.8874,417.6112
"324179","Qatar","QAT","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",62.0037672822286,402.4007,401.8874,417.6112
"324292","Qatar","QAT","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",6.4,402.4007,401.8874,417.6112
"326538","Russian Federation","RUS","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",1658163260860.99,494.06,494.6278,486.631
"326719","Russian Federation","RUS","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",11.3,494.06,494.6278,486.631
"326769","Russian Federation","RUS","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",69.0999984741211,494.06,494.6278,486.631
"326786","Russian Federation","RUS","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",0,494.06,494.6278,486.631
"326795","Russian Federation","RUS","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",70.9085365853659,494.06,494.6278,486.631
"326870","Russian Federation","RUS","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",4.86275702689816,494.06,494.6278,486.631
"327012","Russian Federation","RUS","Number of infant deaths","SH.DTH.IMRT",12606,494.06,494.6278,486.631
"327073","Russian Federation","RUS","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",16.63374961,494.06,494.6278,486.631
"327262","Russian Federation","RUS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",2.5,494.06,494.6278,486.631
"327329","Russian Federation","RUS","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",78.8978436745162,494.06,494.6278,486.631
"327442","Russian Federation","RUS","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",20.1,494.06,494.6278,486.631
"342288","Singapore","SGP","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",289173890722.406,564.1897,535.1002,555.5747
"342469","Singapore","SGP","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",0.2,564.1897,535.1002,555.5747
"342519","Singapore","SGP","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",68.3000030517578,564.1897,535.1002,555.5747
"342536","Singapore","SGP","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",0,564.1897,535.1002,555.5747
"342545","Singapore","SGP","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",82.5951219512195,564.1897,535.1002,555.5747
"342620","Singapore","SGP","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",3.16478377913465,564.1897,535.1002,555.5747
"342762","Singapore","SGP","Number of infant deaths","SH.DTH.IMRT",104,564.1897,535.1002,555.5747
"342823","Singapore","SGP","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",18.73785053,564.1897,535.1002,555.5747
"343012","Singapore","SGP","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",NA,564.1897,535.1002,555.5747
"343079","Singapore","SGP","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",78.6432980806771,564.1897,535.1002,555.5747
"343192","Singapore","SGP","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",9.9,564.1897,535.1002,555.5747
"345438","Slovak Republic","SVK","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",101310826326.841,475.2301,452.5143,460.7749
"345619","Slovak Republic","SVK","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",0.9,475.2301,452.5143,460.7749
"345669","Slovak Republic","SVK","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",59.5999984741211,475.2301,452.5143,460.7749
"345686","Slovak Republic","SVK","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",1,475.2301,452.5143,460.7749
